date,term,term_type,material,value,known_date,value_yoy,value_z
2025-09-01,denim jacket,material,denim,31,2025-09-01,0.2559,1.7904
2025-10-01,denim jacket,material,denim,33,2025-10-01,0.2776,2.2918
2025-11-01,denim jacket,material,denim,36,2025-11-01,0.2162,3.0245
2025-12-01,denim jacket,material,denim,31,2025-12-01,0.0328,1.398
2026-01-01,denim jacket,material,denim,28,2026-01-01,0.0741,0.573
2026-02-01,denim jacket,material,denim,50,2026-02-01,0.6539,6.5781
2026-03-01,denim jacket,material,denim,50,2026-03-01,0.5798,4.3221
2026-04-01,denim jacket,material,denim,100,2026-04-01,1.2379,10.9949
2026-05-01,denim jacket,material,denim,89,2026-05-01,1.1928,4.3214
2026-06-01,denim jacket,material,denim,38,2026-06-01,0.5465,0.3968
2026-07-01,denim jacket,material,denim,21,2026-07-01,-0.0465,-0.6345
2015-01-01,gorpcore,material,technical,0,2015-01-01,,
2015-02-01,gorpcore,material,technical,0,2015-02-01,,
2015-03-01,gorpcore,material,technical,0,2015-03-01,,
2015-04-01,gorpcore,material,technical,0,2015-04-01,,
2015-05-01,gorpcore,material,technical,0,2015-05-01,,
2015-06-01,gorpcore,material,technical,0,2015-06-01,,
2015-07-01,gorpcore,material,technical,0,2015-07-01,,
2015-08-01,gorpcore,material,technical,0,2015-08-01,,
2015-09-01,gorpcore,material,technical,0,2015-09-01,,
2015-10-01,gorpcore,material,technical,0,2015-10-01,,
2015-11-01,gorpcore,material,technical,0,2015-11-01,,
2015-12-01,gorpcore,material,technical,0,2015-12-01,,
2016-01-01,gorpcore,material,technical,0,2016-01-01,0.0,
2016-02-01,gorpcore,material,technical,0,2016-02-01,0.0,
2016-03-01,gorpcore,material,technical,0,2016-03-01,0.0,
2016-04-01,gorpcore,material,technical,0,2016-04-01,0.0,
2016-05-01,gorpcore,material,technical,0,2016-05-01,0.0,
2016-06-01,gorpcore,material,technical,0,2016-06-01,0.0,
2016-07-01,gorpcore,material,technical,0,2016-07-01,0.0,
2016-08-01,gorpcore,material,technical,0,2016-08-01,0.0,
2016-09-01,gorpcore,material,technical,0,2016-09-01,0.0,
2016-10-01,gorpcore,material,technical,0,2016-10-01,0.0,
2016-11-01,gorpcore,material,technical,0,2016-11-01,0.0,
2016-12-01,gorpcore,material,technical,0,2016-12-01,0.0,
2017-01-01,gorpcore,material,technical,0,2017-01-01,0.0,
2017-02-01,gorpcore,material,technical,0,2017-02-01,0.0,
2017-03-01,gorpcore,material,technical,0,2017-03-01,0.0,
2017-04-01,gorpcore,material,technical,0,2017-04-01,0.0,
2017-05-01,gorpcore,material,technical,0,2017-05-01,0.0,
2017-06-01,gorpcore,material,technical,0,2017-06-01,0.0,
2017-07-01,gorpcore,material,technical,0,2017-07-01,0.0,
2017-08-01,gorpcore,material,technical,0,2017-08-01,0.0,
2017-09-01,gorpcore,material,technical,0,2017-09-01,0.0,
2017-10-01,gorpcore,material,technical,0,2017-10-01,0.0,
2017-11-01,gorpcore,material,technical,0,2017-11-01,0.0,
2017-12-01,gorpcore,material,technical,0,2017-12-01,0.0,
2018-01-01,gorpcore,material,technical,0,2018-01-01,0.0,
2018-02-01,gorpcore,material,technical,0,2018-02-01,0.0,
2018-03-01,gorpcore,material,technical,0,2018-03-01,0.0,
2018-04-01,gorpcore,material,technical,0,2018-04-01,0.0,
2018-05-01,gorpcore,material,technical,0,2018-05-01,0.0,
2018-06-01,gorpcore,material,technical,0,2018-06-01,0.0,
2018-07-01,gorpcore,material,technical,0,2018-07-01,0.0,
2018-08-01,gorpcore,material,technical,0,2018-08-01,0.0,
2018-09-01,gorpcore,material,technical,0,2018-09-01,0.0,
2018-10-01,gorpcore,material,technical,0,2018-10-01,0.0,
2018-11-01,gorpcore,material,technical,0,2018-11-01,0.0,
2018-12-01,gorpcore,material,technical,0,2018-12-01,0.0,
2019-01-01,gorpcore,material,technical,0,2019-01-01,0.0,
2019-02-01,gorpcore,material,technical,0,2019-02-01,0.0,
2019-03-01,gorpcore,material,technical,0,2019-03-01,0.0,
2019-04-01,gorpcore,material,technical,0,2019-04-01,0.0,
2019-05-01,gorpcore,material,technical,0,2019-05-01,0.0,
2019-06-01,gorpcore,material,technical,0,2019-06-01,0.0,
2019-07-01,gorpcore,material,technical,0,2019-07-01,0.0,
2019-08-01,gorpcore,material,technical,0,2019-08-01,0.0,
2019-09-01,gorpcore,material,technical,0,2019-09-01,0.0,
2019-10-01,gorpcore,material,technical,0,2019-10-01,0.0,
2019-11-01,gorpcore,material,technical,0,2019-11-01,0.0,
2019-12-01,gorpcore,material,technical,0,2019-12-01,0.0,
2020-01-01,gorpcore,material,technical,0,2020-01-01,0.0,
2020-02-01,gorpcore,material,technical,0,2020-02-01,0.0,
2020-03-01,gorpcore,material,technical,0,2020-03-01,0.0,
2020-04-01,gorpcore,material,technical,0,2020-04-01,0.0,
2020-05-01,gorpcore,material,technical,0,2020-05-01,0.0,
2020-06-01,gorpcore,material,technical,0,2020-06-01,0.0,
2020-07-01,gorpcore,material,technical,0,2020-07-01,0.0,
2020-08-01,gorpcore,material,technical,0,2020-08-01,0.0,
2020-09-01,gorpcore,material,technical,0,2020-09-01,0.0,
2020-10-01,gorpcore,material,technical,0,2020-10-01,0.0,
2020-11-01,gorpcore,material,technical,0,2020-11-01,0.0,
2020-12-01,gorpcore,material,technical,0,2020-12-01,0.0,
2021-01-01,gorpcore,material,technical,0,2021-01-01,0.0,
2021-02-01,gorpcore,material,technical,0,2021-02-01,0.0,
2021-03-01,gorpcore,material,technical,0,2021-03-01,0.0,
2021-04-01,gorpcore,material,technical,0,2021-04-01,0.0,
2021-05-01,gorpcore,material,technical,0,2021-05-01,0.0,
2021-06-01,gorpcore,material,technical,0,2021-06-01,0.0,
2021-07-01,gorpcore,material,technical,0,2021-07-01,0.0,
2021-08-01,gorpcore,material,technical,0,2021-08-01,0.0,
2021-09-01,gorpcore,material,technical,0,2021-09-01,0.0,
2021-10-01,gorpcore,material,technical,0,2021-10-01,0.0,
2021-11-01,gorpcore,material,technical,0,2021-11-01,0.0,
2021-12-01,gorpcore,material,technical,0,2021-12-01,0.0,
2022-01-01,gorpcore,material,technical,0,2022-01-01,0.0,
2022-02-01,gorpcore,material,technical,0,2022-02-01,0.0,
2022-03-01,gorpcore,material,technical,0,2022-03-01,0.0,
2022-04-01,gorpcore,material,technical,0,2022-04-01,0.0,
2022-05-01,gorpcore,material,technical,0,2022-05-01,0.0,
2022-06-01,gorpcore,material,technical,0,2022-06-01,0.0,
2022-07-01,gorpcore,material,technical,0,2022-07-01,0.0,
2022-08-01,gorpcore,material,technical,1,2022-08-01,0.6931,
2022-09-01,gorpcore,material,technical,1,2022-09-01,0.6931,5.8333
2022-10-01,gorpcore,material,technical,1,2022-10-01,0.6931,4.0654
2022-11-01,gorpcore,material,technical,1,2022-11-01,0.6931,3.2702
2022-12-01,gorpcore,material,technical,1,2022-12-01,0.6931,2.7889
2023-01-01,gorpcore,material,technical,2,2023-01-01,1.3863,8.1574
2023-02-01,gorpcore,material,technical,1,2023-02-01,0.6931,1.3162
2023-03-01,gorpcore,material,technical,2,2023-03-01,1.3863,4.5563
2023-04-01,gorpcore,material,technical,1,2023-04-01,0.6931,0.8819
2023-05-01,gorpcore,material,technical,1,2023-05-01,0.6931,0.8388
2023-06-01,gorpcore,material,technical,1,2023-06-01,0.6931,0.7974
2023-07-01,gorpcore,material,technical,1,2023-07-01,0.6931,0.7576
2023-08-01,gorpcore,material,technical,1,2023-08-01,0.0,0.7191
2023-09-01,gorpcore,material,technical,1,2023-09-01,0.0,0.6818
2023-10-01,gorpcore,material,technical,1,2023-10-01,0.0,0.6455
2023-11-01,gorpcore,material,technical,1,2023-11-01,0.0,0.61
2023-12-01,gorpcore,material,technical,1,2023-12-01,0.0,0.5753
2024-01-01,gorpcore,material,technical,1,2024-01-01,-0.6931,0.5411
2024-02-01,gorpcore,material,technical,1,2024-02-01,0.0,0.5075
2024-03-01,gorpcore,material,technical,1,2024-03-01,-0.6931,0.4741
2024-04-01,gorpcore,material,technical,1,2024-04-01,0.0,0.441
2024-05-01,gorpcore,material,technical,1,2024-05-01,0.0,0.4079
2024-06-01,gorpcore,material,technical,1,2024-06-01,0.0,0.3748
2024-07-01,gorpcore,material,technical,1,2024-07-01,0.0,0.3416
2024-08-01,gorpcore,material,technical,1,2024-08-01,0.0,0.308
2024-09-01,gorpcore,material,technical,1,2024-09-01,0.0,0.2739
2024-10-01,gorpcore,material,technical,2,2024-10-01,0.6931,3.1089
2024-11-01,gorpcore,material,technical,1,2024-11-01,0.0,0.1082
2024-12-01,gorpcore,material,technical,1,2024-12-01,0.0,0.0737
2025-01-01,gorpcore,material,technical,1,2025-01-01,0.0,0.0377
2025-02-01,gorpcore,material,technical,1,2025-02-01,0.0,0.0
2025-03-01,gorpcore,material,technical,1,2025-03-01,0.0,-0.0399
2025-04-01,gorpcore,material,technical,1,2025-04-01,0.0,-0.0825
2025-05-01,gorpcore,material,technical,1,2025-05-01,0.0,-0.1284
2025-06-01,gorpcore,material,technical,1,2025-06-01,0.0,-0.1785
2025-07-01,gorpcore,material,technical,1,2025-07-01,0.0,-0.2342
2025-08-01,gorpcore,material,technical,1,2025-08-01,0.0,-0.2973
2025-09-01,gorpcore,material,technical,1,2025-09-01,0.0,-0.2973
2025-10-01,gorpcore,material,technical,1,2025-10-01,-0.6931,-0.2973
2025-11-01,gorpcore,material,technical,1,2025-11-01,0.0,-0.2973
2025-12-01,gorpcore,material,technical,1,2025-12-01,0.0,-0.2973
2026-01-01,gorpcore,material,technical,1,2026-01-01,0.0,-0.2973
2026-02-01,gorpcore,material,technical,2,2026-02-01,0.6931,4.0654
2026-03-01,gorpcore,material,technical,1,2026-03-01,0.0,-0.2973
2026-04-01,gorpcore,material,technical,2,2026-04-01,0.6931,4.0654
2026-05-01,gorpcore,material,technical,2,2026-05-01,0.6931,3.2702
2026-06-01,gorpcore,material,technical,1,2026-06-01,0.0,-0.3486
2026-07-01,gorpcore,material,technical,1,2026-07-01,0.0,-0.3486
2015-01-01,leather jacket,material,leather,17,2015-01-01,,
2015-02-01,leather jacket,material,leather,16,2015-02-01,,
2015-03-01,leather jacket,material,leather,15,2015-03-01,,
2015-04-01,leather jacket,material,leather,14,2015-04-01,,
2015-05-01,leather jacket,material,leather,12,2015-05-01,,
2015-06-01,leather jacket,material,leather,11,2015-06-01,,
2015-07-01,leather jacket,material,leather,11,2015-07-01,,
2015-08-01,leather jacket,material,leather,13,2015-08-01,,
2015-09-01,leather jacket,material,leather,17,2015-09-01,,
2015-10-01,leather jacket,material,leather,22,2015-10-01,,
2015-11-01,leather jacket,material,leather,23,2015-11-01,,
2015-12-01,leather jacket,material,leather,24,2015-12-01,,
2016-01-01,leather jacket,material,leather,20,2016-01-01,0.1625,
2016-02-01,leather jacket,material,leather,17,2016-02-01,0.0606,
2016-03-01,leather jacket,material,leather,16,2016-03-01,0.0645,
2016-04-01,leather jacket,material,leather,15,2016-04-01,0.069,
2016-05-01,leather jacket,material,leather,14,2016-05-01,0.1542,
2016-06-01,leather jacket,material,leather,13,2016-06-01,0.1671,
2016-07-01,leather jacket,material,leather,13,2016-07-01,0.1671,-0.7928
2016-08-01,leather jacket,material,leather,13,2016-08-01,0.0,-0.7597
2016-09-01,leather jacket,material,leather,19,2016-09-01,0.1112,0.8348
2016-10-01,leather jacket,material,leather,23,2016-10-01,0.0445,1.8541
2016-11-01,leather jacket,material,leather,25,2016-11-01,0.0834,2.1806
2016-12-01,leather jacket,material,leather,27,2016-12-01,0.1178,2.3993
2017-01-01,leather jacket,material,leather,21,2017-01-01,0.0488,0.8303
2017-02-01,leather jacket,material,leather,17,2017-02-01,0.0,-0.0512
2017-03-01,leather jacket,material,leather,16,2017-03-01,0.0,-0.2682
2017-04-01,leather jacket,material,leather,16,2017-04-01,0.0645,-0.263
2017-05-01,leather jacket,material,leather,14,2017-05-01,0.0,-0.7097
2017-06-01,leather jacket,material,leather,12,2017-06-01,-0.08,-1.1475
2017-07-01,leather jacket,material,leather,13,2017-07-01,0.0,-0.8772
2017-08-01,leather jacket,material,leather,15,2017-08-01,0.1431,-0.3969
2017-09-01,leather jacket,material,leather,20,2017-09-01,0.0513,0.7652
2017-10-01,leather jacket,material,leather,25,2017-10-01,0.0834,1.9101
2017-11-01,leather jacket,material,leather,29,2017-11-01,0.1484,2.6829
2017-12-01,leather jacket,material,leather,28,2017-12-01,0.0364,2.1964
2018-01-01,leather jacket,material,leather,21,2018-01-01,0.0,0.6552
2018-02-01,leather jacket,material,leather,18,2018-02-01,0.0572,0.0434
2018-03-01,leather jacket,material,leather,18,2018-03-01,0.1178,0.0326
2018-04-01,leather jacket,material,leather,17,2018-04-01,0.0606,-0.1803
2018-05-01,leather jacket,material,leather,13,2018-05-01,-0.0741,-0.9915
2018-06-01,leather jacket,material,leather,11,2018-06-01,-0.087,-1.4024
2018-07-01,leather jacket,material,leather,12,2018-07-01,-0.08,-1.2028
2018-08-01,leather jacket,material,leather,15,2018-08-01,0.0,-0.6143
2018-09-01,leather jacket,material,leather,19,2018-09-01,-0.0513,0.1804
2018-10-01,leather jacket,material,leather,24,2018-10-01,-0.0408,1.1844
2018-11-01,leather jacket,material,leather,28,2018-11-01,-0.0351,1.9632
2018-12-01,leather jacket,material,leather,29,2018-12-01,0.0351,2.0526
2019-01-01,leather jacket,material,leather,22,2019-01-01,0.0465,0.648
2019-02-01,leather jacket,material,leather,19,2019-02-01,0.0541,0.0819
2019-03-01,leather jacket,material,leather,18,2019-03-01,0.0,-0.1127
2019-04-01,leather jacket,material,leather,16,2019-04-01,-0.0606,-0.4935
2019-05-01,leather jacket,material,leather,14,2019-05-01,0.0741,-0.8715
2019-06-01,leather jacket,material,leather,14,2019-06-01,0.2412,-0.8715
2019-07-01,leather jacket,material,leather,12,2019-07-01,0.0,-1.2543
2019-08-01,leather jacket,material,leather,14,2019-08-01,-0.069,-0.8706
2019-09-01,leather jacket,material,leather,19,2019-09-01,0.0,0.0518
2019-10-01,leather jacket,material,leather,24,2019-10-01,0.0,0.9838
2019-11-01,leather jacket,material,leather,28,2019-11-01,0.0,1.7162
2019-12-01,leather jacket,material,leather,30,2019-12-01,0.0339,2.0262
2020-01-01,leather jacket,material,leather,21,2020-01-01,-0.0465,0.3682
2020-02-01,leather jacket,material,leather,17,2020-02-01,-0.1112,-0.3387
2020-03-01,leather jacket,material,leather,13,2020-03-01,-0.3254,-1.0456
2020-04-01,leather jacket,material,leather,11,2020-04-01,-0.3747,-1.3684
2020-05-01,leather jacket,material,leather,11,2020-05-01,-0.2412,-1.3143
2020-06-01,leather jacket,material,leather,12,2020-06-01,-0.1542,-1.1122
2020-07-01,leather jacket,material,leather,12,2020-07-01,0.0,-1.1122
2020-08-01,leather jacket,material,leather,14,2020-08-01,0.0,-0.7673
2020-09-01,leather jacket,material,leather,19,2020-09-01,0.0,0.0742
2020-10-01,leather jacket,material,leather,23,2020-10-01,-0.0426,0.7469
2020-11-01,leather jacket,material,leather,25,2020-11-01,-0.1133,1.0998
2020-12-01,leather jacket,material,leather,23,2020-12-01,-0.2657,0.8043
2021-01-01,leather jacket,material,leather,18,2021-01-01,-0.1542,-0.0398
2021-02-01,leather jacket,material,leather,16,2021-02-01,-0.0606,-0.3843
2021-03-01,leather jacket,material,leather,15,2021-03-01,0.1431,-0.5528
2021-04-01,leather jacket,material,leather,14,2021-04-01,0.2412,-0.7142
2021-05-01,leather jacket,material,leather,14,2021-05-01,0.2412,-0.6946
2021-06-01,leather jacket,material,leather,11,2021-06-01,-0.087,-1.2365
2021-07-01,leather jacket,material,leather,12,2021-07-01,0.0,-1.0585
2021-08-01,leather jacket,material,leather,15,2021-08-01,0.069,-0.5243
2021-09-01,leather jacket,material,leather,19,2021-09-01,0.0,0.188
2021-10-01,leather jacket,material,leather,24,2021-10-01,0.0426,1.0783
2021-11-01,leather jacket,material,leather,28,2021-11-01,0.1133,1.7905
2021-12-01,leather jacket,material,leather,26,2021-12-01,0.1226,1.4344
2022-01-01,leather jacket,material,leather,23,2022-01-01,0.2451,0.9399
2022-02-01,leather jacket,material,leather,15,2022-02-01,-0.0645,-0.526
2022-03-01,leather jacket,material,leather,16,2022-03-01,0.0645,-0.3227
2022-04-01,leather jacket,material,leather,15,2022-04-01,0.069,-0.4934
2022-05-01,leather jacket,material,leather,13,2022-05-01,-0.0741,-0.8492
2022-06-01,leather jacket,material,leather,12,2022-06-01,0.087,-1.0211
2022-07-01,leather jacket,material,leather,12,2022-07-01,0.0,-1.0025
2022-08-01,leather jacket,material,leather,13,2022-08-01,-0.1431,-0.8238
2022-09-01,leather jacket,material,leather,17,2022-09-01,-0.1112,-0.1038
2022-10-01,leather jacket,material,leather,26,2022-10-01,0.08,1.5092
2022-11-01,leather jacket,material,leather,28,2022-11-01,0.0,1.831
2022-12-01,leather jacket,material,leather,26,2022-12-01,0.0,1.4795
2023-01-01,leather jacket,material,leather,22,2023-01-01,-0.0445,0.8271
2023-02-01,leather jacket,material,leather,19,2023-02-01,0.2364,0.273
2023-03-01,leather jacket,material,leather,17,2023-03-01,0.0606,-0.101
2023-04-01,leather jacket,material,leather,17,2023-04-01,0.1252,-0.1224
2023-05-01,leather jacket,material,leather,14,2023-05-01,0.0741,-0.7197
2023-06-01,leather jacket,material,leather,12,2023-06-01,0.0,-1.1293
2023-07-01,leather jacket,material,leather,12,2023-07-01,0.0,-1.1293
2023-08-01,leather jacket,material,leather,15,2023-08-01,0.1431,-0.5567
2023-09-01,leather jacket,material,leather,18,2023-09-01,0.0572,0.0106
2023-10-01,leather jacket,material,leather,24,2023-10-01,-0.08,1.166
2023-11-01,leather jacket,material,leather,29,2023-11-01,0.0351,2.1067
2023-12-01,leather jacket,material,leather,29,2023-12-01,0.1092,2.0117
2024-01-01,leather jacket,material,leather,22,2024-01-01,0.0,0.6648
2024-02-01,leather jacket,material,leather,20,2024-02-01,0.0513,0.2915
2024-03-01,leather jacket,material,leather,19,2024-03-01,0.1112,0.0973
2024-04-01,leather jacket,material,leather,17,2024-04-01,0.0,-0.2739
2024-05-01,leather jacket,material,leather,14,2024-05-01,0.0,-0.8236
2024-06-01,leather jacket,material,leather,12,2024-06-01,0.0,-1.1787
2024-07-01,leather jacket,material,leather,13,2024-07-01,0.08,-1.0126
2024-08-01,leather jacket,material,leather,17,2024-08-01,0.1252,-0.3045
2024-09-01,leather jacket,material,leather,22,2024-09-01,0.2007,0.587
2024-10-01,leather jacket,material,leather,26,2024-10-01,0.08,1.2884
2024-11-01,leather jacket,material,leather,32,2024-11-01,0.0984,2.3307
2024-12-01,leather jacket,material,leather,35,2024-12-01,0.1881,2.7371
2025-01-01,leather jacket,material,leather,26,2025-01-01,0.1671,1.067
2025-02-01,leather jacket,material,leather,22,2025-02-01,0.0953,0.4169
2025-03-01,leather jacket,material,leather,21,2025-03-01,0.1001,0.2312
2025-04-01,leather jacket,material,leather,18,2025-04-01,0.0572,-0.2628
2025-05-01,leather jacket,material,leather,18,2025-05-01,0.2513,-0.2778
2025-06-01,leather jacket,material,leather,15,2025-06-01,0.2231,-0.7885
2025-07-01,leather jacket,material,leather,16,2025-07-01,0.2076,-0.65
2025-08-01,leather jacket,material,leather,21,2025-08-01,0.2113,0.1529
2025-09-01,leather jacket,material,leather,29,2025-09-01,0.2763,1.4802
2025-10-01,leather jacket,material,leather,38,2025-10-01,0.3795,2.884
2025-11-01,leather jacket,material,leather,45,2025-11-01,0.3409,3.6259
2025-12-01,leather jacket,material,leather,39,2025-12-01,0.1082,2.29
2026-01-01,leather jacket,material,leather,32,2026-01-01,0.2076,1.2469
2026-02-01,leather jacket,material,leather,43,2026-02-01,0.6702,2.5048
2026-03-01,leather jacket,material,leather,48,2026-03-01,0.8267,2.7968
2026-04-01,leather jacket,material,leather,100,2026-04-01,1.7148,7.7158
2026-05-01,leather jacket,material,leather,98,2026-05-01,1.6946,4.4875
2026-06-01,leather jacket,material,leather,34,2026-06-01,0.8183,0.2886
2026-07-01,leather jacket,material,leather,16,2026-07-01,0.0,-0.6514
2015-01-01,linen pants,material,linen,1,2015-01-01,,
2015-02-01,linen pants,material,linen,1,2015-02-01,,
2015-03-01,linen pants,material,linen,1,2015-03-01,,
2015-04-01,linen pants,material,linen,2,2015-04-01,,
2015-05-01,linen pants,material,linen,2,2015-05-01,,
2015-06-01,linen pants,material,linen,2,2015-06-01,,
2015-07-01,linen pants,material,linen,1,2015-07-01,,
2015-08-01,linen pants,material,linen,1,2015-08-01,,
2015-09-01,linen pants,material,linen,1,2015-09-01,,
2015-10-01,linen pants,material,linen,1,2015-10-01,,
2015-11-01,linen pants,material,linen,0,2015-11-01,,
2015-12-01,linen pants,material,linen,0,2015-12-01,,
2016-01-01,linen pants,material,linen,1,2016-01-01,0.0,
2016-02-01,linen pants,material,linen,1,2016-02-01,0.0,
2016-03-01,linen pants,material,linen,1,2016-03-01,0.0,
2016-04-01,linen pants,material,linen,1,2016-04-01,-0.6931,
2016-05-01,linen pants,material,linen,2,2016-05-01,0.0,
2016-06-01,linen pants,material,linen,2,2016-06-01,0.0,
2016-07-01,linen pants,material,linen,2,2016-07-01,0.6931,1.4934
2016-08-01,linen pants,material,linen,1,2016-08-01,0.0,-0.4904
2016-09-01,linen pants,material,linen,1,2016-09-01,0.0,-0.4756
2016-10-01,linen pants,material,linen,1,2016-10-01,0.0,-0.4621
2016-11-01,linen pants,material,linen,1,2016-11-01,0.6931,-0.4497
2016-12-01,linen pants,material,linen,1,2016-12-01,0.6931,-0.4383
2017-01-01,linen pants,material,linen,1,2017-01-01,0.0,-0.4277
2017-02-01,linen pants,material,linen,1,2017-02-01,0.0,-0.4178
2017-03-01,linen pants,material,linen,1,2017-03-01,0.0,-0.4086
2017-04-01,linen pants,material,linen,2,2017-04-01,0.6931,1.7598
2017-05-01,linen pants,material,linen,2,2017-05-01,0.0,1.6378
2017-06-01,linen pants,material,linen,2,2017-06-01,0.0,1.5382
2017-07-01,linen pants,material,linen,2,2017-07-01,0.0,1.455
2017-08-01,linen pants,material,linen,1,2017-08-01,0.0,-0.5662
2017-09-01,linen pants,material,linen,1,2017-09-01,0.0,-0.5547
2017-10-01,linen pants,material,linen,1,2017-10-01,0.0,-0.5439
2017-11-01,linen pants,material,linen,1,2017-11-01,0.0,-0.5337
2017-12-01,linen pants,material,linen,1,2017-12-01,0.0,-0.5241
2018-01-01,linen pants,material,linen,1,2018-01-01,0.0,-0.5149
2018-02-01,linen pants,material,linen,1,2018-02-01,0.0,-0.5149
2018-03-01,linen pants,material,linen,1,2018-03-01,0.0,-0.5149
2018-04-01,linen pants,material,linen,2,2018-04-01,0.0,1.5448
2018-05-01,linen pants,material,linen,2,2018-05-01,0.0,1.5448
2018-06-01,linen pants,material,linen,2,2018-06-01,0.0,1.5448
2018-07-01,linen pants,material,linen,2,2018-07-01,0.0,1.5448
2018-08-01,linen pants,material,linen,1,2018-08-01,0.0,-0.5564
2018-09-01,linen pants,material,linen,1,2018-09-01,0.0,-0.5564
2018-10-01,linen pants,material,linen,1,2018-10-01,0.0,-0.5564
2018-11-01,linen pants,material,linen,1,2018-11-01,0.0,-0.5564
2018-12-01,linen pants,material,linen,1,2018-12-01,0.0,-0.603
2019-01-01,linen pants,material,linen,1,2019-01-01,0.0,-0.654
2019-02-01,linen pants,material,linen,1,2019-02-01,0.0,-0.654
2019-03-01,linen pants,material,linen,1,2019-03-01,0.0,-0.654
2019-04-01,linen pants,material,linen,2,2019-04-01,0.0,1.4865
2019-05-01,linen pants,material,linen,3,2019-05-01,0.4055,3.4861
2019-06-01,linen pants,material,linen,3,2019-06-01,0.4055,3.0203
2019-07-01,linen pants,material,linen,2,2019-07-01,0.0,1.0203
2019-08-01,linen pants,material,linen,2,2019-08-01,0.6931,1.0203
2019-09-01,linen pants,material,linen,1,2019-09-01,0.0,-0.6903
2019-10-01,linen pants,material,linen,1,2019-10-01,0.0,-0.6903
2019-11-01,linen pants,material,linen,1,2019-11-01,0.0,-0.6903
2019-12-01,linen pants,material,linen,1,2019-12-01,0.0,-0.6903
2020-01-01,linen pants,material,linen,1,2020-01-01,0.0,-0.6903
2020-02-01,linen pants,material,linen,1,2020-02-01,0.0,-0.6903
2020-03-01,linen pants,material,linen,1,2020-03-01,0.0,-0.6903
2020-04-01,linen pants,material,linen,1,2020-04-01,-0.6931,-0.6903
2020-05-01,linen pants,material,linen,2,2020-05-01,-0.4055,1.0203
2020-06-01,linen pants,material,linen,2,2020-06-01,-0.4055,1.0203
2020-07-01,linen pants,material,linen,2,2020-07-01,0.0,1.0203
2020-08-01,linen pants,material,linen,1,2020-08-01,-0.6931,-0.6493
2020-09-01,linen pants,material,linen,1,2020-09-01,0.0,-0.6493
2020-10-01,linen pants,material,linen,1,2020-10-01,0.0,-0.6493
2020-11-01,linen pants,material,linen,1,2020-11-01,0.0,-0.6493
2020-12-01,linen pants,material,linen,1,2020-12-01,0.0,-0.6493
2021-01-01,linen pants,material,linen,1,2021-01-01,0.0,-0.6493
2021-02-01,linen pants,material,linen,1,2021-02-01,0.0,-0.6493
2021-03-01,linen pants,material,linen,2,2021-03-01,0.6931,1.0203
2021-04-01,linen pants,material,linen,2,2021-04-01,0.6931,0.9665
2021-05-01,linen pants,material,linen,3,2021-05-01,0.4055,2.6233
2021-06-01,linen pants,material,linen,3,2021-06-01,0.4055,2.385
2021-07-01,linen pants,material,linen,3,2021-07-01,0.4055,2.1939
2021-08-01,linen pants,material,linen,2,2021-08-01,0.6931,0.6786
2021-09-01,linen pants,material,linen,1,2021-09-01,0.0,-0.7168
2021-10-01,linen pants,material,linen,1,2021-10-01,0.0,-0.7168
2021-11-01,linen pants,material,linen,1,2021-11-01,0.0,-0.7168
2021-12-01,linen pants,material,linen,1,2021-12-01,0.0,-0.7168
2022-01-01,linen pants,material,linen,1,2022-01-01,0.0,-0.7168
2022-02-01,linen pants,material,linen,2,2022-02-01,0.6931,0.6414
2022-03-01,linen pants,material,linen,3,2022-03-01,0.4055,1.9662
2022-04-01,linen pants,material,linen,4,2022-04-01,0.6931,3.1172
2022-05-01,linen pants,material,linen,5,2022-05-01,0.5108,3.8675
2022-06-01,linen pants,material,linen,5,2022-06-01,0.5108,3.2674
2022-07-01,linen pants,material,linen,5,2022-07-01,0.5108,2.8666
2022-08-01,linen pants,material,linen,3,2022-08-01,0.4055,0.9143
2022-09-01,linen pants,material,linen,2,2022-09-01,0.6931,0.0882
2022-10-01,linen pants,material,linen,2,2022-10-01,0.6931,0.0666
2022-11-01,linen pants,material,linen,2,2022-11-01,0.6931,0.0448
2022-12-01,linen pants,material,linen,2,2022-12-01,0.6931,0.0226
2023-01-01,linen pants,material,linen,2,2023-01-01,0.6931,0.0
2023-02-01,linen pants,material,linen,3,2023-02-01,0.4055,0.8056
2023-03-01,linen pants,material,linen,4,2023-03-01,0.2877,1.5917
2023-04-01,linen pants,material,linen,5,2023-04-01,0.2231,2.3025
2023-05-01,linen pants,material,linen,7,2023-05-01,0.3365,3.6303
2023-06-01,linen pants,material,linen,8,2023-06-01,0.47,3.6758
2023-07-01,linen pants,material,linen,7,2023-07-01,0.3365,2.4829
2023-08-01,linen pants,material,linen,5,2023-08-01,0.5108,1.1854
2023-09-01,linen pants,material,linen,4,2023-09-01,0.6931,0.603
2023-10-01,linen pants,material,linen,3,2023-10-01,0.4055,0.0434
2023-11-01,linen pants,material,linen,3,2023-11-01,0.4055,0.0147
2023-12-01,linen pants,material,linen,3,2023-12-01,0.4055,-0.0149
2024-01-01,linen pants,material,linen,3,2024-01-01,0.4055,-0.0456
2024-02-01,linen pants,material,linen,4,2024-02-01,0.2877,0.4807
2024-03-01,linen pants,material,linen,6,2024-03-01,0.4055,1.5797
