event_id,brand_slug,ticker,season,year,show_date,designer,trading_day_t0,local_index_used,CAR_pre30,CAR_pre10,CAR_pre5,CAR_0to1,CAR_0to5,CAR_0to10,CAR_0to30,AR_t1,AR_t5,AR_t10,raw_cum_return_t10,benchmark_cum_return_t10
E00232,bottega-veneta,KER.PA,fall,2014,2014-02-21,,2014-02-21,^FCHI,0.05909852818944883,0.0080367583536102,0.006082545169090802,-0.0226025160199713,-0.054168837336430097,-0.06954235595490098,-0.0787975894598928,0.0064202434646642,-0.0006343239625515003,0.0039660473445255,0.022447177022936606,0.03289100478838877
E00233,bottega-veneta,KER.PA,spring,2015,2014-09-20,,2014-09-22,^FCHI,-0.0398481416954266,-0.004708288472550198,-0.004997536967289703,-0.0086295838562198,0.0032907404286444996,-0.03209006500559029,0.013138853481669002,0.0054065681114225,0.0065090471508406,0.0018503956632528998,-0.03904348544481769,0.0328947212561992
E00234,bottega-veneta,KER.PA,fall,2015,2015-02-28,,2015-03-02,^FCHI,-0.0219215981766722,-0.04450633877648169,-0.0113792614021512,0.0084706248231537,0.0089139422875943,0.046314156954605695,-0.1000200017515644,0.0040232179822255,0.0052109326398086,0.0159275919381673,0.1690263062967417,0.14463374751880817
E00235,bottega-veneta,KER.PA,spring,2016,2015-09-26,,2015-09-28,^FCHI,-0.04003069585261769,0.0498765067919323,-0.019749993178906494,-0.0203809753897599,0.00039778672897549175,0.05229315009115879,0.0444952474516231,0.0069910565114418,0.0157067199980271,0.0063951877096994,-0.04327598273182971,-0.05553843697037076
E00236,bottega-veneta,KER.PA,fall,2016,2016-02-27,,2016-02-29,^FCHI,0.12377482520828653,0.028490421659392095,-0.005566109092613703,-0.027356276458836204,-0.023936310927016004,-0.010434982775308608,-0.08025754244192873,-0.010922707868179901,-0.0022940233659685004,0.0038285445433083,0.18137988889389053,0.0680400464609126
E00237,bottega-veneta,KER.PA,spring,2017,2016-09-24,,2016-09-26,^FCHI,0.032918684793754906,0.0383439788379799,0.006881332156476501,0.001983365653862001,-0.00013072482798280084,0.029421385348684395,0.08827070670419579,-0.0032123447388995004,0.0057468323406803,0.0009146571979781002,0.0616887353797561,-0.0006513347626831978
E00238,bottega-veneta,KER.PA,fall,2017,2017-02-25,,2017-02-27,^FCHI,0.026824583891265127,-0.006324545013091897,0.021949786584844203,-0.0023140456033309683,-0.008167887561114771,0.008546083554212727,0.030199102700838726,-0.008187908960967001,0.0095346064392193,0.0139204548768046,0.05091404855810801,0.01554338111263014
E00239,bottega-veneta,KER.PA,spring,2018,2017-09-23,,2017-09-25,^FCHI,0.06624439478062691,0.0037309413866257997,0.0011395858124820003,-0.006471190560685,-0.0039437808784673,0.011796485215850697,0.1503538423196166,-0.0063159084891119,-0.0010485419065361001,0.018542768348070598,0.1365436955862712,0.058502815589793596
E00240,bottega-veneta,KER.PA,fall,2018,2018-02-09,,2018-02-09,^FCHI,-0.00995867872205641,-0.013504627761496305,-0.0354198463278994,0.022729358276367698,0.0281888957320751,0.019395721078466006,0.04430345032885584,0.0231727761302448,-0.010990409138951801,-0.0073851008220958995,-0.0001959565758055089,-0.009632998932215095
E00241,bottega-veneta,KER.PA,fall,2019,2019-02-22,last June. In the interim,2019-02-22,^FCHI,0.09210746251176279,0.03720997782755766,-0.008683725769876135,0.0081455091225594,0.026102474786860896,0.014861187508351897,0.05430655692995659,0.0044091491243348005,0.026878264912968897,0.0065803817707399,0.19181878913854727,0.08485013911843264
