look_id,category
alexander-mcqueen|FW2022|032,dress
alexander-mcqueen|FW2022|033,dress
alexander-mcqueen|FW2022|034,tailoring
alexander-mcqueen|FW2022|035,outerwear
alexander-mcqueen|FW2022|036,dress
alexander-mcqueen|FW2022|037,tailoring
alexander-mcqueen|FW2022|038,dress
alexander-mcqueen|FW2022|039,tailoring
alexander-mcqueen|FW2022|040,tailoring
alexander-mcqueen|FW2022|041,dress
alexander-mcqueen|FW2022|042,outerwear
alexander-mcqueen|FW2022|043,outerwear
alexander-mcqueen|FW2022|044,dress
alexander-mcqueen|FW2022|045,outerwear
alexander-mcqueen|FW2022|046,dress
alexander-mcqueen|FW2022|047,outerwear
alexander-mcqueen|FW2022|048,dress
alexander-mcqueen|FW2022|049,dress
alexander-mcqueen|FW2022|050,outerwear
alexander-mcqueen|FW2022|051,dress
alexander-mcqueen|FW2022|052,outerwear
alexander-mcqueen|FW2022|053,dress
alexander-mcqueen|FW2022|054,tailoring
alexander-mcqueen|FW2022|055,dress
alexander-mcqueen|FW2022|056,tailoring
alexander-mcqueen|FW2022|057,dress
alexander-mcqueen|FW2022|058,tailoring
alexander-mcqueen|FW2022|059,dress
alexander-mcqueen|FW2022|060,tailoring
alexander-mcqueen|FW2023|001,dress
alexander-mcqueen|FW2023|002,tailoring
alexander-mcqueen|FW2023|003,dress
alexander-mcqueen|FW2023|004,tailoring
alexander-mcqueen|FW2023|005,tailoring
alexander-mcqueen|FW2023|006,tailoring
alexander-mcqueen|FW2023|007,dress
alexander-mcqueen|FW2023|008,tailoring
alexander-mcqueen|FW2023|009,accessory
alexander-mcqueen|FW2023|010,shoes
alexander-mcqueen|FW2023|011,tailoring
alexander-mcqueen|FW2023|012,tailoring
alexander-mcqueen|FW2023|013,skirt
alexander-mcqueen|FW2023|014,tailoring
alexander-mcqueen|FW2023|015,tailoring
alexander-mcqueen|FW2023|016,outerwear
alexander-mcqueen|FW2023|017,tailoring
alexander-mcqueen|FW2023|018,dress
alexander-mcqueen|FW2023|019,outerwear
alexander-mcqueen|FW2023|020,tailoring
alexander-mcqueen|FW2023|021,outerwear
alexander-mcqueen|FW2023|022,outerwear
alexander-mcqueen|FW2023|023,outerwear
alexander-mcqueen|FW2023|024,dress
alexander-mcqueen|FW2023|025,outerwear
alexander-mcqueen|FW2023|026,outerwear
alexander-mcqueen|FW2023|027,dress
alexander-mcqueen|FW2023|028,knitwear
alexander-mcqueen|FW2023|029,dress
alexander-mcqueen|FW2023|030,dress
alexander-mcqueen|FW2023|031,dress
alexander-mcqueen|FW2023|032,tailoring
alexander-mcqueen|FW2023|033,dress
alexander-mcqueen|FW2023|034,tailoring
alexander-mcqueen|FW2023|035,dress
alexander-mcqueen|FW2023|036,tailoring
alexander-mcqueen|FW2023|037,tailoring
alexander-mcqueen|FW2023|038,dress
alexander-mcqueen|FW2023|039,tailoring
alexander-mcqueen|FW2023|040,tailoring
alexander-mcqueen|FW2023|041,outerwear
alexander-mcqueen|FW2023|042,tailoring
alexander-mcqueen|FW2023|043,tailoring
alexander-mcqueen|FW2023|044,dress
alexander-mcqueen|FW2023|045,dress
alexander-mcqueen|FW2023|046,outerwear
alexander-mcqueen|FW2023|047,tailoring
alexander-mcqueen|FW2023|048,dress
alexander-mcqueen|FW2023|049,tailoring
alexander-mcqueen|FW2023|050,dress
alexander-mcqueen|FW2023|051,tailoring
alexander-mcqueen|FW2023|052,tailoring
alexander-mcqueen|FW2023|053,outerwear
alexander-mcqueen|FW2023|054,dress
alexander-mcqueen|FW2023|055,tailoring
alexander-mcqueen|FW2023|056,outerwear
alexander-mcqueen|FW2023|057,dress
alexander-mcqueen|FW2023|058,dress
alexander-mcqueen|FW2023|059,tailoring
alexander-mcqueen|FW2023|060,dress
alexander-mcqueen|FW2024|001,dress
alexander-mcqueen|FW2024|002,tailoring
alexander-mcqueen|FW2024|003,dress
